amount,payment_method,bank,hour,user_success_rate,success
2098,0,4,18,0.6185011329695806,1
1336,1,3,1,0.9903844251869407,1
4769,1,0,16,0.7059256815244965,0
4244,2,1,15,0.7428055549542003,0
1250,0,4,3,0.5577144596959012,0
4418,0,1,17,0.8141641104932031,0
1531,2,0,13,0.6464199487733845,1
1919,1,0,1,0.3126466445671049,0
2424,2,1,12,0.7260071185129515,1
1230,0,4,20,0.8813217133005529,1
2758,2,1,19,0.4657612390423155,0
3600,0,4,16,0.4547446285596292,0
474,1,4,14,0.7262203281834894,1
2220,0,2,19,0.8725854934978456,1
4120,1,3,4,0.47473423649050306,0
2121,1,3,6,0.9525838558701274,1
3805,0,0,17,0.9491711496770843,0
3359,0,2,23,0.4403756703355533,0
3535,1,3,10,0.48464908843977095,0
1989,2,4,17,0.7904191676637129,1
1923,0,4,4,0.9662131763170982,1
1574,1,1,12,0.7969178821434202,1
2342,1,1,17,0.6114300348743766,1
3343,2,4,1,0.41830094249855215,0
3234,0,4,19,0.6227068941877347,0
2170,1,1,3,0.7247374543793881,1
459,2,3,12,0.5316663432696552,0
2141,1,0,23,0.6571804748400628,1
1241,0,1,15,0.39114988983009413,0
1735,2,3,5,0.6165316731588104,1
4100,1,3,7,0.3635430732506878,0
2043,2,3,15,0.3343621249642934,0
4874,0,2,12,0.9000679409195289,0
3461,2,2,22,0.4435571089022524,0
3080,0,3,3,0.7026087303895533,0
106,1,4,1,0.40428793088699466,0
3367,0,2,8,0.48376929963650395,0
1691,1,1,17,0.552937593838639,0
3364,1,2,16,0.40057350544833914,0
2706,0,4,7,0.3321736079077772,0
3319,1,0,14,0.9140118614126076,0
3373,2,2,8,0.30828298511584046,0
1013,1,3,16,0.34292468798454745,0
2111,0,3,22,0.8635505125796716,1
1542,2,3,1,0.49740583574113917,0
3154,2,0,5,0.8059742107802881,0
3646,1,4,4,0.4023580244525396,0
4321,1,1,16,0.46609722401770354,0
3028,0,4,1,0.7009435616178954,0
1929,2,0,17,0.9920450869424984,1
675,0,3,9,0.3514111291114562,0
1029,1,4,9,0.5803882185872825,0
3859,2,1,5,0.33015667900414736,0
3799,0,3,11,0.4394585098591824,0
1563,0,1,16,0.9352297187869532,1
3375,0,2,12,0.36752207265283876,0
1154,0,1,19,0.8997991449629434,1
2000,0,3,15,0.4244622666770569,0
1557,2,2,9,0.9032493925763927,1
1499,0,3,20,0.6766153741949725,1
3515,2,3,1,0.9147446719587904,0
542,0,2,1,0.4061925512560643,0
3750,1,1,22,0.8334255859154782,0
4752,1,0,6,0.7764890172564036,0
1278,0,0,5,0.6800533711750737,1
4558,1,0,0,0.867411141087681,0
1357,2,0,11,0.7537932170989277,1
3734,0,4,12,0.9139328472254247,0
1941,2,0,11,0.5667435027498962,0
2409,0,2,18,0.7129462247916705,1
1010,1,0,8,0.9094205898029981,1
4440,2,3,9,0.4503698448728942,0
4737,1,0,16,0.640018949631798,0
4109,1,1,17,0.9725192752100682,0
2269,0,2,7,0.631521261046279,1
2272,2,2,6,0.4769806116368782,0
223,1,4,8,0.5457533671202668,0
3258,0,3,9,0.9195588835614126,0
885,0,2,11,0.9684181271372851,1
2516,0,1,14,0.9650753498802973,1
896,1,0,14,0.7892596743779998,1
4272,0,2,3,0.6567213221772287,0
4254,2,1,3,0.4278822544351393,0
2036,2,0,22,0.3862547084493252,0
2256,1,4,0,0.3418366253489423,0
3907,2,2,11,0.3124004366562785,0
1401,0,2,1,0.9146817054739773,1
4263,1,1,14,0.866360421062341,0
3240,0,3,16,0.6974749663503295,0
3336,1,4,6,0.9991062781763997,0
2452,1,3,5,0.9671364505411488,1
2032,0,2,11,0.7585762795002944,1
2821,2,3,18,0.6252021969281774,1
464,2,0,0,0.4065195012791907,0
2490,1,4,20,0.6609156636780467,1
1046,0,3,13,0.41042057101986906,0
1477,0,0,3,0.5789159129723322,0
1539,1,1,4,0.9598536759029257,1
3280,2,3,0,0.5393852925349462,0
4957,0,4,0,0.40695109155042697,0
440,2,0,20,0.7076776229653502,1
3089,2,3,5,0.7216549218892305,0
482,1,1,4,0.43566296972754104,0
1656,1,3,1,0.4376106113073721,0
399,2,0,20,0.9926848539273789,1
238,0,3,4,0.4702967510035484,0
458,0,4,8,0.8867344243485087,1
1622,1,2,18,0.6292266778821856,1
3556,2,0,20,0.6044924672389096,0
1727,0,0,14,0.5064736913146266,0
1403,0,0,12,0.8416780578246315,1
1234,1,0,11,0.9164626149090884,1
2286,2,3,4,0.4827892230913562,0
3270,0,4,1,0.3665676685443798,0
3935,1,1,3,0.3958436870199269,0
2251,0,4,17,0.8549624743363708,1
1337,0,0,20,0.605078837923738,1
3835,0,3,9,0.392340260887506,0
2934,1,3,12,0.5382017444937371,0
4360,2,0,11,0.659964837997137,0
1098,1,3,1,0.8964361786915056,1
2667,2,0,14,0.7492202779576225,1
1407,0,4,13,0.4232229607560005,0
756,2,2,9,0.4110918986508355,0
2760,0,3,21,0.5886339509433257,0
2311,0,0,7,0.35263499339122945,0
2009,1,0,14,0.828904036698711,1
3830,0,3,12,0.5810176742126405,0
2146,1,1,7,0.5401166409469732,0
3262,2,0,20,0.656375832674005,0
1240,2,3,20,0.7962697626339934,1
366,0,0,21,0.6985428611451365,1
1945,1,1,13,0.8616819472053909,1
1808,0,2,0,0.7405537947090821,1
3730,1,1,12,0.8515791871857845,0
3311,1,4,7,0.7877475914952724,0
2393,1,3,17,0.4351859881846155,0
3832,2,1,21,0.3366481151300591,0
3929,1,2,8,0.9323777603523671,0
1610,2,0,12,0.9619593157674589,1
575,1,3,2,0.8088526076420306,1
1076,2,1,17,0.8069440758871642,1
1307,2,2,9,0.48910295634587664,0
2060,2,1,4,0.679709196217283,1
657,0,4,5,0.9945677645932258,1
982,1,3,7,0.8993005186490135,1
2294,0,0,23,0.5130760467863976,0
4861,1,2,6,0.5107321059885233,0
2767,1,1,20,0.6385041038036414,1
4777,0,3,17,0.5832190663174491,0
4890,2,1,13,0.5598071323961222,0
1710,1,3,14,0.7388803361642723,1
3588,2,4,9,0.30804472874347627,0
2554,0,1,20,0.8343377452232936,1
4594,2,4,11,0.8180370976730493,0
2046,1,2,6,0.8812279764162909,1
4910,1,4,6,0.8890154713147693,0
4899,1,3,10,0.6964797863323279,0
2908,0,2,12,0.8460517549363034,1
3925,1,1,14,0.6446765878363634,0
3636,0,1,17,0.9660708854928102,0
3902,2,3,6,0.4334889708512043,0
4277,1,0,5,0.9409319644517296,0
4799,1,0,22,0.48097125288740616,0
2070,1,1,10,0.3719063615807964,0
3922,2,3,7,0.6073731131848772,0
2919,1,0,19,0.7304420696912415,1
1002,0,4,0,0.46169291123996653,0
464,2,1,7,0.6890573688010084,1
4358,2,4,7,0.8655253498541533,0
3219,2,3,18,0.4799594760626059,0
2658,2,4,2,0.7062255721399421,1
1963,2,0,4,0.5375188173351562,0
215,0,0,2,0.6708379272713361,1
2484,2,2,14,0.7668433137024786,1
4035,1,1,13,0.5452958002712647,0
2590,2,3,20,0.9961380177164938,1
1042,2,1,14,0.6946426389007485,1
1824,2,4,23,0.877123091365057,1
2434,2,3,16,0.8075946560375538,1
2867,2,3,17,0.8969637195920632,1
1237,0,0,1,0.42166066817699754,0
2627,0,4,11,0.45578759680936964,0
4217,2,0,15,0.6411878245232031,0
3520,0,0,3,0.8966300735398096,0
4878,1,2,1,0.4383246069736011,0
4006,2,0,13,0.9797460824751087,0
3737,1,1,10,0.389321615820599,0
3053,1,3,12,0.4225545616263556,0
2467,2,0,6,0.41706364835625276,0
4321,1,1,9,0.7102041671242336,0
376,1,4,23,0.9422787571176452,1
2099,1,3,0,0.4785779710165068,0
1327,2,4,20,0.687125797420993,1
3852,2,1,3,0.4230407570332225,0
3835,1,4,17,0.741795827345459,0
795,2,4,5,0.3862724353256582,0
1409,2,4,1,0.6439175372588885,1
4252,1,0,2,0.7586272695738072,0
3334,2,0,13,0.7053895417288572,0
4214,0,0,7,0.39800033789051975,0
2411,2,3,15,0.41296136006038053,0
2941,0,1,18,0.7699737033774917,1
4308,1,0,17,0.8662365072628433,0
3659,2,4,5,0.9356520817707137,0
3498,1,4,13,0.8695280607422817,0
641,1,4,2,0.9817467152210362,1
2794,1,4,15,0.5857762629155947,0
4774,1,2,0,0.531816027955424,0
1188,1,3,11,0.3197288366415818,0
3463,2,1,13,0.6149270991916653,0
124,0,1,18,0.7559600866892627,1
1672,2,0,21,0.8707860489257329,1
3058,2,2,18,0.4872187679420592,0
4336,2,1,8,0.6595138934585033,0
1867,2,3,6,0.7634066952298326,1
4843,0,4,13,0.6861220061888658,0
2335,2,0,4,0.49181450218168543,0
300,1,3,17,0.8573977068065435,1
3298,2,1,8,0.4213527087303536,0
356,2,2,20,0.9334858836504547,1
3847,0,0,6,0.9668177243383678,0
4742,0,1,8,0.5559012834526834,0
2341,1,0,3,0.5633272533401662,0
3275,2,1,16,0.8202947812420358,0
3706,2,4,11,0.6194020189864005,0
3436,2,2,5,0.32002710051946465,0
4997,1,4,17,0.9439137093726686,0
513,0,1,7,0.601525239376034,1
2114,1,3,20,0.4424465703782179,0
1481,2,4,14,0.6889648512041502,1
1198,0,3,2,0.45323431381392154,0
3526,0,1,1,0.44421539977712543,0
3755,1,2,23,0.6820119291734428,0
1009,0,3,22,0.5737296045326283,0
287,0,1,8,0.7010952947772555,1
4144,2,3,7,0.9977778057678681,0
3856,2,4,3,0.9013127080595378,0
2115,0,1,1,0.3053695595028521,0
2192,0,4,13,0.33538899667617283,0
3744,1,0,1,0.7270556080918712,0
2230,1,1,1,0.7383792567926086,1
457,0,3,21,0.9147335908531953,1
2522,2,0,6,0.740340022165278,1
4357,0,4,11,0.4594001769610196,0
4645,0,4,5,0.6279613593925556,0
1597,2,3,17,0.866289780469832,1
2258,2,0,3,0.9459774752188599,1
2655,1,2,18,0.46584058327669636,0
2442,1,3,12,0.677723314509328,1
3051,1,4,19,0.4112492851192819,0
1338,1,1,20,0.6478997892492984,1
1073,2,0,22,0.36307988452465073,0
4827,0,2,1,0.9592096489653319,0
4065,1,1,7,0.7466395207978308,0
1150,1,0,18,0.8979517191995738,1
3801,2,3,8,0.9988066219273344,0
2880,2,3,3,0.42786619629376477,0
1688,0,0,15,0.785900390471754,1
3978,0,2,18,0.9208904054548006,0
2468,2,0,9,0.703156717188253,1
536,1,1,5,0.7477874648565926,1
2928,1,1,15,0.5853697626619961,0
1656,1,3,9,0.7723325836015598,1
3958,0,0,12,0.5769045402872865,0
1404,1,3,8,0.6336337467060138,1
2484,1,2,6,0.3720382198359774,0
282,2,1,3,0.30546588012626713,0
1689,1,4,18,0.3386057868972628,0
1687,2,4,3,0.4347651486563212,0
759,1,0,18,0.6196226737165458,1
259,0,0,18,0.3146958495960177,0
4053,1,4,11,0.40915564740796273,0
1111,1,0,12,0.8470112227191069,1
152,2,1,3,0.833516590783433,1
2407,2,2,9,0.85281120417285,1
1328,2,2,20,0.9450786602377417,1
1135,1,3,6,0.3833497005141634,0
3802,1,1,4,0.41419791335951806,0
4145,0,0,16,0.5334875302209201,0
4549,1,0,17,0.9405988392866367,0
1364,0,3,10,0.8428344201041613,1
1984,2,3,14,0.5268848906326238,0
1909,2,0,20,0.3613450724479144,0
3267,2,0,21,0.7314660183041839,0
3897,0,1,6,0.4797734160639566,0
2441,1,3,17,0.6718067961779871,1
3514,2,1,5,0.9592623517206837,0
917,1,0,17,0.700832071720034,1
2537,1,4,15,0.9466841054963548,1
988,2,4,1,0.5751271501964128,0
767,0,0,18,0.7433459361021395,1
4828,1,3,0,0.9257229817628749,0
2724,2,4,10,0.7115911181263969,1
4332,1,3,19,0.7304290739189729,0
4623,1,4,4,0.8014155874568571,0
918,1,3,15,0.9174754300317771,1
2288,1,4,22,0.36172604286859705,0
1206,1,3,0,0.5358015675232608,0
2324,0,1,18,0.5783793082564226,0
297,0,3,13,0.9367967657724243,1
2771,2,1,2,0.969205547161341,1
3592,0,1,1,0.3842663252655873,0
2548,0,0,23,0.38337537585214654,0
570,0,1,4,0.9544032559766535,1
2048,1,2,16,0.5070403309678149,0
3999,1,1,17,0.4692700933260069,0
2110,2,3,0,0.32493600602786904,0
3900,2,1,14,0.49291715433945427,0
4218,2,3,21,0.7854684990581917,0
3896,1,3,8,0.5982253139176932,0
4088,0,2,22,0.6618092461562322,0
334,0,1,4,0.9421069176304198,1
1028,1,1,12,0.3802828478699215,0
3707,2,4,18,0.3498685006698193,0
622,2,4,23,0.8963515243867259,1
3623,2,0,9,0.8423990582014946,0
4626,1,3,19,0.4846139308615227,0
4988,2,2,20,0.5269638884618579,0
1729,2,4,13,0.5171944850429622,0
4728,1,1,21,0.7534661586153378,0
1416,0,0,20,0.34284805489228554,0
2957,1,2,11,0.6425811096846088,1
1224,1,1,10,0.3937110783789216,0
2687,1,1,22,0.8738169786483732,1
1123,1,3,6,0.5664641030169757,0
1478,0,3,16,0.6693005352536214,1
3474,2,4,17,0.3205223261451502,0
1619,1,4,6,0.34078501947873663,0
326,0,1,23,0.7725383815134261,1
991,2,1,19,0.8367393815989324,1
4172,2,4,5,0.7970249092215409,0
2357,2,4,10,0.8159130455205021,1
2888,1,1,11,0.3732338953845303,0
496,1,2,15,0.7854155887682788,1
2178,2,1,18,0.4272233078823655,0
4844,2,2,22,0.36861080231374976,0
4524,2,2,18,0.8300125813183887,0
3337,2,1,10,0.9225842819710952,0
3993,2,0,15,0.801696935183611,0
2105,2,4,22,0.8639014169703272,1
2116,0,3,11,0.9937617085851311,1
3271,2,1,7,0.39432913798467917,0
2768,1,2,2,0.9756067867031268,1
1978,1,1,1,0.7208384638430717,1
1296,1,4,5,0.8692772101415143,1
1872,2,2,15,0.7551184271113689,1
261,1,3,19,0.6990264521497445,1
4076,0,3,23,0.7925332958151814,0
1851,2,3,14,0.5241810651590879,0
875,1,0,13,0.9469900664443389,1
1039,0,2,1,0.3807048004390451,0
3320,0,2,19,0.5226218288605234,0
639,1,0,17,0.32181364724035233,0
1561,0,2,13,0.4899261333522642,0
455,1,0,17,0.452749153998983,0
3704,0,1,1,0.3347416024750418,0
3423,2,4,0,0.6442418446940354,0
334,2,3,19,0.6280452292989268,1
1648,2,0,1,0.3544218107290682,0
2196,2,0,8,0.4832953719858899,0
4313,2,0,8,0.9673255123264493,0
2201,1,1,15,0.3775156371572942,0
1773,2,0,10,0.5135130542016277,0
2200,2,4,22,0.325103678918261,0
3757,2,4,5,0.4042210418366367,0
4753,2,3,11,0.7895779752260526,0
3696,0,1,2,0.5567015504640571,0
3848,2,4,11,0.6164535994753844,0
3273,2,2,22,0.4098848765914593,0
1915,1,2,0,0.7774981210239111,1
3941,0,2,8,0.8260651186638774,0
2105,1,0,19,0.42677843466171783,0
4593,2,0,21,0.3314954245339595,0
774,1,2,5,0.35665879401631295,0
486,1,3,10,0.7599320300421124,1
2258,2,3,2,0.3948574217463872,0
2761,0,0,3,0.6457431839181849,1
2164,0,2,9,0.406849071648319,0
3951,1,3,18,0.4191036337436678,0
3353,2,0,5,0.303052352339063,0
4736,1,2,0,0.5245769791008715,0
4366,1,1,7,0.3628580862510022,0
839,1,2,7,0.5757728927382977,0
1501,2,2,5,0.7184490167323088,1
3359,2,4,16,0.5572723635496819,0
2377,0,4,18,0.7935571415847347,1
4004,2,1,0,0.8190162376275507,0
4023,1,1,14,0.7876244711525682,0
4314,1,2,12,0.9556994917420487,0
3327,0,3,20,0.4661059938966057,0
2931,2,1,2,0.43261951718048364,0
3858,1,2,1,0.726798042469307,0
2612,0,0,2,0.7164139066039283,1
2251,0,4,8,0.6570688335723649,1
3775,1,3,15,0.30304723404598516,0
2845,1,2,23,0.6886667609341989,1
3966,2,0,12,0.9529586398110852,0
3864,0,4,18,0.534204382379004,0
2322,1,0,17,0.9773194353241752,1
2892,0,2,20,0.549729675438386,0
1797,2,1,11,0.39789815176247245,0
3562,1,4,11,0.5788823904489969,0
4163,2,0,0,0.6462279190464808,0
1624,0,1,19,0.7406250871236137,1
4860,2,3,7,0.6534147134156338,0
132,2,2,16,0.6757030391843526,1
4125,0,2,20,0.31684692685032373,0
2666,2,4,19,0.4775341183937925,0
2903,0,0,21,0.5174876605574203,0
3996,1,3,6,0.9909619765170143,0
3809,0,4,8,0.5068974169409235,0
819,0,4,16,0.9276051941769996,1
4679,1,0,9,0.5133153403787551,0
1072,0,3,3,0.36727723172967375,0
3818,1,0,21,0.47333217934266103,0
4502,1,2,6,0.49097986944000854,0
4652,0,1,6,0.9847740157222888,0
2307,2,2,7,0.772004053897066,1
4526,2,2,23,0.9521766969346761,0
4420,1,4,23,0.8844965155433753,0
3130,2,2,7,0.7050189434746683,0
3675,2,3,15,0.7727715469718943,0
3216,0,2,11,0.737386035587222,0
3385,1,3,14,0.7663841183342506,0
743,1,0,7,0.48534156523909333,0
4811,0,4,21,0.5856875939455559,0
294,2,3,8,0.7148310681187025,1
4096,1,2,2,0.3251499255391,0
588,2,4,21,0.6379844309811853,1
2304,1,4,20,0.9018088533784971,1
2757,1,3,15,0.6446574093097308,1
3376,1,3,14,0.6866263580588495,0
1202,1,1,23,0.4413335843606335,0
1341,2,1,3,0.8560403407898065,1
615,2,4,19,0.5512148016262701,0
492,2,1,15,0.969611287435681,1
730,2,2,9,0.9956003657817054,1
3816,0,0,10,0.94120037981709,0
1947,1,4,4,0.35941372137130073,0
2755,1,0,10,0.5332282088472188,0
1079,1,1,12,0.9615963445717621,1
4629,0,3,14,0.8631733063911062,0
3502,2,4,5,0.9378285125152006,0
3971,1,1,15,0.7007872355487692,0
377,2,2,14,0.6362783117312711,1
332,2,4,10,0.37454742190311574,0
1652,0,4,19,0.8876300796261694,1
3370,0,3,1,0.821599083894335,0
2509,2,4,1,0.34121362211078854,0
3612,1,3,11,0.44659021271669974,0
125,1,1,15,0.6900942943205073,1
560,0,2,18,0.779081681445247,1
3864,0,2,1,0.3963691849827045,0
3531,0,4,16,0.4713773729236267,0
3583,0,4,13,0.43517714819630976,0
2094,0,1,23,0.4539980068693795,0
590,0,3,15,0.9444991864981367,1
1172,0,2,4,0.8010737011271278,1
3273,1,3,9,0.8159748862823124,0
315,0,1,16,0.8557967176084977,1
1823,0,2,12,0.549601129850842,0
1692,1,2,15,0.8370292300793982,1
2706,1,0,8,0.984889376026056,1
258,2,1,23,0.7888759721586593,1
4881,0,1,3,0.5917271786047773,0
3413,0,0,23,0.8014518499976822,0
2941,0,3,15,0.9305562901840085,1
1876,0,0,22,0.3901330805731815,0
2152,2,1,10,0.48570627290930496,0
2395,1,3,6,0.9435073507302336,1
1796,1,2,16,0.962363030311169,1
3093,0,0,21,0.6388973889825615,0
2569,0,3,12,0.5621856743823083,0
2046,0,3,3,0.4979472639221204,0
3909,2,3,13,0.6491260787636779,0
2883,2,0,9,0.9541718061137361,1
3744,1,2,9,0.4048667391971188,0
2600,0,3,9,0.5938814469830541,0
3745,0,0,11,0.9381254998702422,0
2745,0,1,1,0.5443834891009763,0
2449,0,0,22,0.837656984930476,1
2032,2,0,8,0.5724818503687714,0
3394,1,0,4,0.8634486748261292,0
1857,1,3,7,0.9867016449700459,1
1216,2,0,20,0.5714754074026949,0
2667,0,1,13,0.8915690582019402,1
3599,1,3,6,0.9918917773882105,0
592,1,1,6,0.9886811001078779,1
3406,2,4,8,0.6036397570733156,0
719,0,0,2,0.6400327843844049,1
3332,1,3,13,0.5123810931501014,0
3923,0,3,16,0.5198131346056555,0
2480,1,0,17,0.6447294358425646,1
1646,2,2,11,0.44036301304501607,0
3663,0,2,21,0.7977863073084492,0
1705,2,1,13,0.6754159743279766,1
3852,1,0,12,0.9286475000212975,0
4775,2,0,13,0.8674077036673786,0
1990,2,4,8,0.5257297789922942,0
1375,2,2,18,0.654063236112367,1
2843,1,2,1,0.8253604493471418,1
2593,0,0,10,0.4352400892348741,0
456,2,1,16,0.32211841087230836,0
969,0,0,1,0.8966131684157985,1
985,1,1,18,0.39628518024506376,0
2101,0,2,6,0.9225880016675945,1
1383,2,4,17,0.9395256167168011,1
719,2,3,12,0.62249030669601,1
982,2,2,4,0.8647471986468047,1
896,2,1,17,0.5542338724478968,0
3742,2,0,22,0.9007851839582228,0
3525,2,2,23,0.8772773189167018,0
1396,1,4,23,0.35496287279084165,0
4814,1,1,15,0.707821218526657,0
344,1,0,14,0.7479992325177236,1
2995,0,3,7,0.3006001034817512,0
1029,0,1,14,0.9859428231105067,1
619,1,0,0,0.5845973024304976,0
3312,0,3,16,0.6621402441014492,0
2509,0,0,14,0.43636285585511464,0
107,2,3,13,0.7276430042620827,1
2625,2,3,13,0.8674339063955512,1
3523,0,3,9,0.7101246420038096,0
2119,0,0,1,0.8516245320614679,1
4690,1,3,5,0.8117755725027167,0
4382,0,1,16,0.4663604680689966,0
3767,2,4,4,0.6050689887764078,0
3771,0,4,4,0.404038819105486,0
2901,1,3,14,0.3293551125525714,0
185,2,4,14,0.3441482686848916,0
3215,2,4,19,0.9597499509110234,0
4332,2,3,10,0.9891762213940649,0
2568,2,3,4,0.36648425563488796,0
3719,0,1,0,0.534635404620434,0
1736,1,2,10,0.3800944761092159,0
3683,0,0,10,0.8839601763582783,0
4109,0,3,5,0.6474079641481971,0
3426,2,3,22,0.7348832291478845,0
2318,1,4,7,0.6779376060145044,1
2317,2,1,1,0.7971775086885011,1
2469,0,4,14,0.5233925703219424,0
3738,0,3,22,0.3962453481710226,0
2603,2,3,21,0.3123340019107998,0
1043,0,4,8,0.6119850220381566,1
2937,0,3,14,0.935484100154006,1
2760,2,2,7,0.5136865766085866,0
3036,0,0,15,0.43716977479493613,0
4544,1,0,13,0.9482299223729749,0
4047,2,0,14,0.37381404712590593,0
1776,1,2,19,0.33626072339106705,0
1296,0,3,12,0.9155892224688065,1
4205,0,4,8,0.7906365673682823,0
2887,2,1,0,0.5954480466961889,0
1561,0,3,5,0.8266407811061887,1
3418,2,2,7,0.8190079664309884,0
766,2,2,19,0.32804239428240806,0
2276,2,0,17,0.773372768443288,1
3843,2,3,17,0.7486106642168988,0
700,2,0,16,0.9746453954914125,1
2752,1,1,20,0.9766358271118345,1
4522,2,0,15,0.5644595283414306,0
3924,1,1,12,0.7128893383217527,0
4006,0,2,21,0.3989501624218651,0
1079,2,0,3,0.3465195681699938,0
2551,0,0,3,0.6029459105812317,1
728,2,4,20,0.7829174075845073,1
1729,1,2,13,0.6974327856084088,1
3796,1,4,4,0.6007598455302013,0
3530,1,1,15,0.8726787827422136,0
3774,0,1,13,0.8560992305286228,0
4029,2,2,13,0.8123594385544328,0
2865,0,1,13,0.35392257370763275,0
4469,1,2,23,0.8575287395269504,0
4880,0,1,13,0.94359492119629,0
215,1,3,18,0.3416094618036415,0
2103,1,0,2,0.5811699721659744,0
792,1,3,16,0.9918488428016115,1
3262,2,2,13,0.7194672009277985,0
1205,2,2,9,0.659504181489224,1
3108,1,3,12,0.4242123032281205,0
2261,0,0,21,0.695840398333919,1
253,0,0,3,0.6073302823286171,1
3799,2,4,10,0.3892101388990861,0
4510,1,1,14,0.625032856832624,0
3886,0,4,14,0.4150795136226823,0
1164,1,0,23,0.8114645352082395,1
4300,0,3,1,0.9815538563005359,0
2013,2,1,10,0.6287039338979873,1
1316,1,3,1,0.7426578323402289,1
2501,1,4,22,0.6016828673367896,1
1872,0,2,4,0.39691769755990375,0
2060,0,3,12,0.979388700532849,1
2880,0,4,0,0.39070506485885576,0
4904,1,4,6,0.3781387659594785,0
4846,2,4,6,0.6214210591699103,0
2971,2,2,9,0.7612210860368525,1
760,0,2,5,0.5484462896810238,0
2735,2,2,19,0.4347619155378321,0
2429,0,1,11,0.8732743576192334,1
4054,2,2,12,0.5541723244266858,0
2550,1,2,23,0.436024681368735,0
1232,0,2,10,0.555559414254809,0
799,2,3,17,0.45018794534995366,0
2138,1,2,1,0.6636134164686384,1
4747,2,1,15,0.7678025702963893,0
4600,1,4,1,0.8596901640394301,0
4657,1,3,18,0.4592934212239061,0
2279,2,0,5,0.41686780399311185,0
2938,2,2,0,0.3137223946266541,0
973,1,4,10,0.45966143784306984,0
183,1,4,17,0.31673374674845733,0
1522,1,3,9,0.5418319425823415,0
2775,0,0,17,0.40198516218102565,0
3280,1,1,0,0.705926918759449,0
4416,0,4,18,0.5686087316438911,0
4075,1,4,15,0.3655097387495317,0
1491,0,4,6,0.5799065241256158,0
3318,1,4,14,0.4465436811774961,0
4307,1,3,0,0.7761241459380738,0
714,1,0,22,0.5551053713395179,0
3071,2,4,20,0.40292100645060225,0
3665,2,1,8,0.5447212126830006,0
3676,1,1,1,0.45706483375112983,0
4670,0,2,16,0.8570453011468702,0
370,0,4,23,0.9883572922554615,1
4166,1,4,9,0.3178439723208372,0
2568,2,4,5,0.7830140961206973,1
1490,0,4,4,0.4847704835364406,0
3454,2,4,7,0.34648605070850613,0
4235,0,1,7,0.31004591670970544,0
3707,1,0,4,0.9167067684486989,0
2683,2,0,11,0.5475245514544597,0
4173,0,2,6,0.9961807244634229,0
3175,1,1,12,0.6096640173411485,0
4006,1,4,12,0.4313184262399621,0
389,1,0,16,0.844000497965782,1
2580,2,3,3,0.9485445514571089,1
3352,2,3,17,0.8709347215428436,0
378,1,3,9,0.8216394638192694,1
3024,2,4,2,0.5342897861634179,0
680,0,4,11,0.34514325472652985,0
353,1,2,0,0.44090954399206284,0
4376,1,2,10,0.6127671779731807,0
4876,2,2,17,0.9693399090100827,0
924,1,3,12,0.8059979257727479,1
3932,0,4,16,0.8797981316177732,0
799,2,3,7,0.49410572783453316,0
1480,2,2,19,0.7786761192174523,1
3996,1,4,18,0.9037067003645973,0
1773,1,1,16,0.6355880604276092,1
2827,1,0,1,0.600924302161531,1
3256,2,0,2,0.8035831594022451,0
3488,1,2,2,0.6919381803713224,0
4407,0,3,5,0.9952197582358306,0
483,1,1,9,0.5975719605099932,0
441,1,4,23,0.4231602941274906,0
2087,2,3,21,0.630354536950419,1
4159,1,2,17,0.4646434951684119,0
3209,2,3,17,0.6928776745561507,0
4182,1,2,13,0.38805789470656205,0
4615,0,0,15,0.9649833914844301,0
2898,0,0,6,0.9018760170781126,1
3340,2,3,0,0.40889577797620924,0
2088,2,1,16,0.4206750459229068,0
3514,1,4,22,0.6587070721416115,0
1949,1,2,4,0.8410169709292075,1
405,0,4,0,0.4533555349672706,0
3713,1,0,20,0.3426802036916723,0
2849,0,1,16,0.6818739936078305,1
1235,2,1,9,0.7841179798714069,1
305,1,4,11,0.47105584390490185,0
4691,2,0,19,0.8178374514254467,0
3550,1,4,1,0.965450649461226,0
3911,0,3,22,0.395952109879831,0
3722,2,1,15,0.6577203457160867,0
3699,2,1,14,0.3397893654771078,0
2651,1,3,12,0.44466270506150085,0
4408,2,0,17,0.3628735474227513,0
409,0,1,19,0.5828046361561418,0
2808,2,2,21,0.8745822532623302,1
2091,2,2,13,0.7039913153652468,1
371,1,0,17,0.4558093860158015,0
3742,2,3,1,0.32807745296700613,0
4186,1,4,1,0.687378736700727,0
1922,1,0,2,0.3929577004933997,0
3373,2,4,4,0.53991381915463,0
4638,0,0,15,0.6571345812395242,0
4449,1,2,21,0.9326127749803348,0
620,2,3,14,0.3572763289621019,0
1076,1,2,11,0.7680253145867812,1
3822,0,3,8,0.30985689985341497,0
3651,0,4,13,0.7409359866522071,0
4205,1,0,20,0.6860727425314155,0
2873,0,1,15,0.8683066340630474,1
2652,2,1,10,0.6721637310051355,1
2932,2,3,5,0.5468316198082962,0
4007,1,3,9,0.4699256099297586,0
252,0,2,7,0.3596748192474511,0
3064,2,1,15,0.6742288720075018,0
3016,2,2,2,0.9218253486539978,0
2900,2,4,1,0.6603211457689826,1
1852,1,1,15,0.8173720002261247,1
2710,1,4,18,0.5089044567523029,0
3975,2,0,8,0.6136916019123374,0
1204,2,2,15,0.527222242412152,0
2636,0,3,21,0.37648627794842815,0
